date,product,customer_segment,price,competitor_price,quantity_sold,unit_cost,inventory_level,days_since_promotion,competitor_promotion,month,quarter,day_of_week,revenue,cost,profit,margin_percent
2021-01-23,Microscope,Government,16016.43,16604.23,100,5700.0,76,62,0,1,1,5,1601643.0,570000.0,1031643.0,64.41
2021-07-08,Pipettes,Biotech,287.23,273.39,97,114.0,103,107,0,7,3,3,27861.31,11058.0,16803.31,60.31
2023-08-02,Reagent_Kit,Biotech,492.59,485.77,78,171.0,193,90,0,8,3,2,38422.02,13338.0,25084.019999999997,65.29
2022-05-31,Microscope,Academic,16768.22,17619.9,76,5700.0,76,86,0,5,2,1,1274384.7200000002,433200.0,841184.7200000002,66.01
2023-11-26,Microscope,Academic,13026.18,12533.77,65,5700.0,157,157,0,11,4,6,846701.7000000001,370500.0,476201.70000000007,56.24
2021-06-24,Reagent_Kit,Biotech,512.84,482.45,60,171.0,117,64,0,6,2,3,30770.4,10260.0,20510.4,66.66
2023-01-28,Centrifuge,Pharma,12838.49,11608.51,136,4560.0,142,177,0,1,1,5,1746034.64,620160.0,1125874.64,64.48
2023-04-23,PCR_System,Pharma,8628.71,9199.04,122,3040.0,102,20,0,4,2,6,1052702.6199999999,370880.0,681822.6199999999,64.77
2023-11-04,PCR_System,Academic,8175.91,8028.03,62,3040.0,149,171,0,11,4,5,506906.42,188480.0,318426.42,62.82
2021-02-04,Centrifuge,Biotech,12814.77,13834.81,119,4560.0,194,94,0,2,1,3,1524957.6300000001,542640.0,982317.6300000001,64.42
2022-01-04,Reagent_Kit,Government,483.95,528.52,87,171.0,53,174,0,1,1,1,42103.65,14877.0,27226.65,64.67
2022-07-31,Reagent_Kit,Pharma,444.14,454.82,95,171.0,10,62,0,7,3,6,42193.299999999996,16245.0,25948.299999999996,61.5
2022-04-14,Centrifuge,Academic,11785.95,11824.31,65,4560.0,92,49,0,4,2,3,766086.75,296400.0,469686.75,61.31
2022-01-04,PCR_System,Biotech,8378.43,8001.77,128,3040.0,197,177,0,1,1,1,1072439.04,389120.0,683319.04,63.72
2023-07-06,PCR_System,Government,6974.76,6763.14,90,3040.0,173,129,0,7,3,3,627728.4,273600.0,354128.4,56.41
2021-11-16,Pipettes,Academic,288.43,309.17,74,114.0,141,82,0,11,4,1,21343.82,8436.0,12907.82,60.48
2023-04-21,Centrifuge,Pharma,13353.17,12335.29,152,4560.0,115,9,0,4,2,4,2029681.84,693120.0,1336561.84,65.85
2022-01-27,Pipettes,Academic,336.62,360.79,53,114.0,20,96,0,1,1,3,17840.86,6042.0,11798.86,66.13
2023-08-02,Pipettes,Biotech,328.65,296.91,73,114.0,2,67,0,8,3,2,23991.449999999997,8322.0,15669.449999999997,65.31
2021-02-02,Pipettes,Government,275.56,259.23,112,114.0,199,81,0,2,1,1,30862.72,12768.0,18094.72,58.63
2021-08-12,Microscope,Government,17042.84,15724.46,57,5700.0,8,39,1,8,3,3,971441.88,324900.0,646541.88,66.55
2022-05-16,Centrifuge,Biotech,12890.37,11667.09,102,4560.0,107,121,1,5,2,0,1314817.74,465120.0,849697.74,64.62
2023-02-13,Microscope,Government,17060.04,16810.27,87,5700.0,85,130,0,2,1,0,1484223.48,495900.0,988323.48,66.59
2022-01-12,Microscope,Pharma,13627.32,13660.63,155,5700.0,44,47,0,1,1,2,2112234.6,883500.0,1228734.6,58.17
2022-06-25,Reagent_Kit,Biotech,451.85,431.33,73,171.0,112,116,0,6,2,5,32985.05,12483.0,20502.050000000003,62.16
2022-11-02,Microscope,Government,13028.11,13650.53,119,5700.0,134,116,0,11,4,2,1550345.09,678300.0,872045.0900000001,56.25
2022-08-09,Microscope,Biotech,14962.69,15613.5,84,5700.0,10,143,0,8,3,1,1256865.96,478800.0,778065.96,61.91
2022-02-25,PCR_System,Pharma,6949.77,7130.75,147,3040.0,134,1,0,2,1,4,1021616.1900000001,446880.0,574736.1900000001,56.26
2023-10-11,Pipettes,Pharma,260.92,268.49,299,114.0,86,80,0,10,4,2,78015.08,34086.0,43929.08,56.31
2021-03-18,Centrifuge,Government,11836.9,11668.05,94,4560.0,194,77,0,3,1,3,1112668.5999999999,428640.0,684028.5999999999,61.48
2022-09-29,Pipettes,Biotech,266.61,260.11,225,114.0,36,123,0,9,3,3,59987.25,25650.0,34337.25,57.24
2021-06-25,Reagent_Kit,Biotech,464.55,452.88,88,171.0,69,58,0,6,2,4,40880.4,15048.0,25832.4,63.19
2022-11-17,Microscope,Pharma,16119.97,15310.69,141,5700.0,51,178,0,11,4,3,2272915.77,803700.0,1469215.77,64.64
2022-01-09,Centrifuge,Biotech,12211.68,13310.21,123,4560.0,156,5,0,1,1,6,1502036.6400000001,560880.0,941156.6400000001,62.66
2021-03-13,Microscope,Government,15605.55,15387.59,78,5700.0,126,36,1,3,1,5,1217232.9,444600.0,772632.8999999999,63.47
2023-07-07,PCR_System,Government,8077.25,7376.96,67,3040.0,22,110,0,7,3,4,541175.75,203680.0,337495.75,62.36
2022-03-10,Pipettes,Biotech,324.77,332.26,107,114.0,197,173,0,3,1,3,34750.39,12198.0,22552.39,64.9
2022-06-07,Microscope,Academic,14091.93,15489.98,49,6000.0,18,159,0,6,2,1,690504.5700000001,294000.0,396504.57000000007,57.42
2022-08-05,Pipettes,Academic,320.27,302.9,37,120.0,154,177,0,8,3,4,11849.99,4440.0,7409.99,62.53
2023-10-31,Pipettes,Academic,305.83,324.48,78,114.0,173,44,0,10,4,1,23854.739999999998,8892.0,14962.739999999998,62.72
2022-05-12,Microscope,Academic,16245.46,15236.09,72,5700.0,120,113,1,5,2,3,1169673.1199999999,410400.0,759273.1199999999,64.91
2023-01-22,Microscope,Biotech,15431.48,16533.64,135,5700.0,47,66,0,1,1,6,2083249.8,769500.0,1313749.8,63.06
2021-08-19,Centrifuge,Government,10479.95,11186.48,92,4560.0,195,131,0,8,3,3,964155.4,419520.0,544635.4,56.49
2023-10-27,PCR_System,Academic,8498.13,8378.04,70,3040.0,68,113,0,10,4,4,594869.1,212800.0,382069.1,64.23
2022-03-19,PCR_System,Biotech,9086.59,9618.23,88,3040.0,49,91,0,3,1,5,799619.92,267520.0,532099.92,66.54
2022-10-18,Pipettes,Biotech,264.61,267.8,162,114.0,79,23,0,10,4,1,42866.82,18468.0,24398.82,56.92
2023-05-03,Centrifuge,Pharma,11098.39,11960.57,164,4560.0,110,41,0,5,2,2,1820135.96,747840.0,1072295.96,58.91
2022-12-27,PCR_System,Pharma,8203.47,7705.44,163,3040.0,78,90,0,12,4,1,1337165.6099999999,495520.0,841645.6099999999,62.94
2022-10-24,Centrifuge,Government,11438.14,11452.33,111,4560.0,190,61,0,10,4,0,1269633.54,506160.0,763473.54,60.13
2023-02-19,PCR_System,Biotech,7005.93,7072.42,141,3040.0,178,149,0,2,1,6,987836.13,428640.0,559196.13,56.61
2021-08-29,PCR_System,Pharma,8520.32,8653.39,115,3040.0,105,83,0,8,3,6,979836.7999999999,349600.0,630236.7999999999,64.32
2022-10-07,Microscope,Pharma,15761.66,17016.99,200,5700.0,0,42,0,10,4,4,3152332.0,1140000.0,2012332.0,63.84
2023-10-17,Centrifuge,Biotech,10304.52,10785.48,196,4560.0,96,38,0,10,4,1,2019685.9200000002,893760.0,1125925.9200000002,55.75
2022-02-18,Microscope,Academic,12976.79,12925.77,65,5700.0,138,159,0,2,1,4,843491.3500000001,370500.0,472991.3500000001,56.08
2022-11-03,Microscope,Academic,13883.66,13515.86,60,5700.0,191,155,0,11,4,3,833019.6,342000.0,491019.6,58.94
2023-12-02,Microscope,Pharma,14613.0,14127.32,155,5700.0,159,124,0,12,4,5,2265015.0,883500.0,1381515.0,60.99
2022-08-13,PCR_System,Pharma,8013.43,7701.02,114,3040.0,53,140,0,8,3,5,913531.02,346560.0,566971.02,62.06
2022-10-01,Reagent_Kit,Academic,395.3,400.0,93,171.0,111,105,0,10,4,5,36762.9,15903.0,20859.9,56.74
2021-06-10,Reagent_Kit,Academic,419.25,449.9,49,180.0,120,89,0,6,2,3,20543.25,8820.0,11723.25,57.07
2021-12-09,Reagent_Kit,Government,398.16,365.72,127,171.0,171,113,0,12,4,3,50566.32,21717.0,28849.32,57.05
2022-11-13,Microscope,Government,13206.75,11892.01,88,5700.0,145,143,0,11,4,6,1162194.0,501600.0,660594.0,56.84
2021-10-12,Pipettes,Pharma,324.82,334.47,176,114.0,199,84,1,10,4,1,57168.32,20064.0,37104.32,64.9
2023-07-06,Pipettes,Government,259.08,281.44,76,114.0,85,17,1,7,3,3,19690.079999999998,8664.0,11026.079999999998,56.0
2022-02-03,Reagent_Kit,Biotech,510.56,477.82,106,171.0,47,119,0,2,1,3,54119.36,18126.0,35993.36,66.51
2023-02-26,Microscope,Academic,13976.57,13194.79,74,5700.0,152,25,0,2,1,6,1034266.1799999999,421800.0,612466.1799999999,59.22
2023-07-29,Reagent_Kit,Academic,484.74,513.18,47,180.0,55,130,0,7,3,5,22782.78,8460.0,14322.779999999999,62.87
2023-05-01,Microscope,Pharma,15358.94,16404.6,140,5700.0,177,136,1,5,2,0,2150251.6,798000.0,1352251.6,62.89
2022-12-22,PCR_System,Government,7352.07,6639.47,119,3040.0,17,117,1,12,4,3,874896.33,361760.0,513136.32999999996,58.65
2023-11-20,PCR_System,Biotech,8609.45,9090.6,116,3040.0,81,16,0,11,4,0,998696.2000000001,352640.0,646056.2000000001,64.69
2022-03-02,Centrifuge,Pharma,12587.97,11590.38,131,4560.0,156,103,0,3,1,2,1649024.0699999998,597360.0,1051664.0699999998,63.77
2021-02-16,Microscope,Government,16375.65,14972.62,85,5700.0,135,74,0,2,1,1,1391930.25,484500.0,907430.25,65.19
2021-07-26,Microscope,Government,13876.48,14593.64,67,5700.0,2,72,0,7,3,0,929724.1599999999,381900.0,547824.1599999999,58.92
2023-11-07,Microscope,Pharma,13000.08,11999.66,137,5700.0,110,99,0,11,4,1,1781010.96,780900.0,1000110.96,56.15
2021-04-02,PCR_System,Biotech,8879.22,9279.03,93,3040.0,90,171,0,4,2,4,825767.46,282720.0,543047.46,65.76
2022-10-03,Microscope,Pharma,17157.59,17767.64,208,5700.0,52,160,0,10,4,0,3568778.72,1185600.0,2383178.72,66.78
2023-08-06,Microscope,Government,16815.95,18198.2,54,5700.0,33,104,0,8,3,6,908061.3,307800.0,600261.3,66.1
2023-04-08,PCR_System,Biotech,7183.75,7045.99,139,3040.0,48,3,0,4,2,5,998541.25,422560.0,575981.25,57.68
2023-11-16,Pipettes,Government,259.49,280.27,140,114.0,169,29,0,11,4,3,36328.6,15960.0,20368.6,56.07
2022-01-12,PCR_System,Government,7304.8,6976.95,114,3040.0,88,35,0,1,1,2,832747.2000000001,346560.0,486187.20000000007,58.38
2023-02-17,Reagent_Kit,Academic,387.91,350.46,92,171.0,117,120,0,2,1,4,35687.72,15732.0,19955.72,55.92
2023-06-30,PCR_System,Biotech,7416.73,7211.46,105,3040.0,124,144,0,6,2,4,778756.6499999999,319200.0,459556.6499999999,59.01
2022-04-05,Centrifuge,Government,13230.69,14424.19,94,4560.0,199,120,0,4,2,1,1243684.86,428640.0,815044.8600000001,65.53
2022-08-02,Centrifuge,Academic,11471.99,10488.12,54,4560.0,168,173,0,8,3,1,619487.46,246240.0,373247.45999999996,60.25
2022-04-29,PCR_System,Biotech,8588.77,8573.92,114,3040.0,127,63,1,4,2,4,979119.78,346560.0,632559.78,64.6
2021-02-25,Pipettes,Pharma,343.97,375.4,123,114.0,190,150,0,2,1,3,42308.310000000005,14022.0,28286.310000000005,66.86
2023-06-11,Pipettes,Government,257.21,263.83,109,114.0,156,93,0,6,2,6,28035.89,12426.0,15609.89,55.68
2021-06-01,Centrifuge,Biotech,12719.9,11917.88,83,4560.0,6,22,0,6,2,1,1055751.7,378480.0,677271.7,64.15
2022-09-10,PCR_System,Pharma,6857.94,6514.86,228,3040.0,78,176,0,9,3,5,1563610.3199999998,693120.0,870490.3199999998,55.67
2021-05-01,PCR_System,Biotech,8552.27,8763.75,120,3040.0,32,42,0,5,2,5,1026272.4,364800.0,661472.4,64.45
2022-09-27,Reagent_Kit,Biotech,513.19,504.44,137,171.0,34,107,0,9,3,1,70307.03000000001,23427.0,46880.03000000001,66.68
2021-03-16,Microscope,Government,13546.74,14248.05,123,5700.0,7,78,0,3,1,1,1666249.02,701100.0,965149.02,57.92
2023-11-18,PCR_System,Pharma,8702.7,9477.8,156,3040.0,107,126,0,11,4,5,1357621.2000000002,474240.0,883381.2000000002,65.07
2021-04-03,Reagent_Kit,Pharma,515.23,486.71,101,171.0,114,89,0,4,2,5,52038.23,17271.0,34767.23,66.81
2021-04-04,Pipettes,Pharma,335.96,324.56,139,114.0,20,148,0,4,2,6,46698.439999999995,15846.0,30852.439999999995,66.07
2021-02-27,PCR_System,Biotech,7679.14,7633.54,129,3040.0,153,116,0,2,1,5,990609.06,392160.0,598449.06,60.41
2021-06-16,PCR_System,Pharma,7782.72,7965.3,125,3040.0,127,47,0,6,2,2,972840.0,380000.0,592840.0,60.94
2021-08-21,Pipettes,Biotech,299.51,277.22,86,114.0,76,92,0,8,3,5,25757.86,9804.0,15953.86,61.94
2022-09-06,Centrifuge,Academic,11420.91,10356.0,81,4560.0,93,158,0,9,3,1,925093.71,369360.0,555733.71,60.07
2021-07-15,Centrifuge,Pharma,11198.85,11269.48,116,4560.0,89,154,0,7,3,3,1299066.6,528960.0,770106.6000000001,59.28
2021-04-20,Reagent_Kit,Biotech,428.11,421.9,106,171.0,15,48,0,4,2,1,45379.66,18126.0,27253.660000000003,60.06
2023-09-19,Centrifuge,Government,10404.97,10368.17,127,4560.0,28,74,0,9,3,1,1321431.19,579120.0,742311.19,56.17
2023-05-08,Reagent_Kit,Academic,424.23,390.11,62,171.0,112,157,0,5,2,0,26302.260000000002,10602.0,15700.260000000002,59.69
2021-09-30,Centrifuge,Biotech,10779.25,10294.81,176,4560.0,13,141,0,9,3,3,1897148.0,802560.0,1094588.0,57.7
2023-01-31,Microscope,Biotech,13258.56,12608.98,112,5700.0,188,85,0,1,1,1,1484958.72,638400.0,846558.72,57.01
2022-05-20,PCR_System,Pharma,9176.41,9032.96,106,3040.0,117,157,1,5,2,4,972699.46,322240.0,650459.46,66.87
2021-08-05,Reagent_Kit,Pharma,403.95,420.21,135,171.0,25,127,0,8,3,3,54533.25,23085.0,31448.25,57.67
2023-04-11,Centrifuge,Academic,11193.86,11031.5,73,4560.0,13,72,0,4,2,1,817151.78,332880.0,484271.78,59.26
2021-11-03,PCR_System,Biotech,9153.17,8915.94,120,3040.0,88,70,0,11,4,2,1098380.4,364800.0,733580.3999999999,66.79
2023-11-06,PCR_System,Academic,8397.84,7686.88,77,3040.0,60,31,1,11,4,0,646633.68,234080.0,412553.68000000005,63.8
2022-03-19,Centrifuge,Pharma,12532.67,13310.32,123,4560.0,165,2,1,3,1,5,1541518.41,560880.0,980638.4099999999,63.62
2022-01-02,Centrifuge,Government,12829.8,13405.03,99,4560.0,69,176,0,1,1,6,1270150.2,451440.0,818710.2,64.46
2022-06-12,Centrifuge,Academic,11583.96,10465.91,48,4800.0,192,65,0,6,2,6,556030.08,230400.0,325630.07999999996,58.56
2023-04-10,Microscope,Government,17109.7,18725.95,96,5700.0,142,113,0,4,2,0,1642531.2000000002,547200.0,1095331.2000000002,66.69
2021-09-01,Pipettes,Biotech,294.76,308.74,154,114.0,139,127,0,9,3,2,45393.04,17556.0,27837.04,61.32
2023-05-06,PCR_System,Pharma,8031.89,8065.78,177,3040.0,131,9,0,5,2,5,1421644.53,538080.0,883564.53,62.15
2023-02-09,Pipettes,Biotech,309.89,281.43,125,114.0,147,171,1,2,1,3,38736.25,14250.0,24486.25,63.21
2022-11-02,Reagent_Kit,Pharma,480.09,500.04,119,171.0,146,31,0,11,4,2,57130.71,20349.0,36781.71,64.38
2022-04-21,Microscope,Academic,15544.92,16503.06,65,5700.0,21,11,0,4,2,3,1010419.8,370500.0,639919.8,63.33
2023-11-09,Reagent_Kit,Academic,486.6,478.31,55,171.0,176,58,0,11,4,3,26763.0,9405.0,17358.0,64.86
2023-10-15,Pipettes,Pharma,296.46,306.95,202,114.0,36,112,0,10,4,6,59884.92,23028.0,36856.92,61.55
2021-04-15,Centrifuge,Pharma,11167.34,11033.25,155,4560.0,128,62,0,4,2,3,1730937.7,706800.0,1024137.7,59.17
2023-01-22,Pipettes,Biotech,275.58,292.96,137,114.0,196,73,0,1,1,6,37754.46,15618.0,22136.46,58.63
2022-02-27,Reagent_Kit,Biotech,515.28,532.78,112,171.0,41,57,1,2,1,6,57711.36,19152.0,38559.36,66.81
2023-04-26,PCR_System,Academic,8195.65,8173.9,63,3040.0,109,15,0,4,2,2,516325.94999999995,191520.0,324805.94999999995,62.91
2023-01-06,Centrifuge,Government,11203.44,11128.61,108,4560.0,26,55,0,1,1,4,1209971.52,492480.0,717491.52,59.3
2022-09-13,Pipettes,Pharma,311.43,314.23,194,114.0,190,134,0,9,3,1,60417.42,22116.0,38301.42,63.39
2022-01-12,PCR_System,Academic,6884.39,6808.79,82,3040.0,127,4,0,1,1,2,564519.98,249280.0,315239.98,55.84
2021-04-04,Microscope,Pharma,16666.59,17575.1,152,5700.0,177,111,0,4,2,6,2533321.68,866400.0,1666921.6800000002,65.8
2023-02-07,Centrifuge,Government,10419.54,9774.33,109,4560.0,51,120,0,2,1,1,1135729.86,497040.0,638689.8600000001,56.24
2021-11-21,Reagent_Kit,Pharma,488.15,493.23,156,171.0,13,59,0,11,4,6,76151.4,26676.0,49475.399999999994,64.97
2021-10-18,PCR_System,Government,7011.91,7256.4,145,3040.0,193,168,0,10,4,0,1016726.95,440800.0,575926.95,56.65
2021-02-08,PCR_System,Academic,8581.99,8126.86,59,3040.0,69,58,0,2,1,0,506337.41,179360.0,326977.41,64.58
2021-10-23,Reagent_Kit,Biotech,494.02,453.48,124,171.0,11,153,0,10,4,5,61258.479999999996,21204.0,40054.479999999996,65.39
2022-03-07,Microscope,Pharma,13375.05,12576.87,151,5700.0,160,73,0,3,1,0,2019632.5499999998,860700.0,1158932.5499999998,57.38
2022-05-02,Microscope,Government,13784.28,12429.18,124,5700.0,163,11,0,5,2,0,1709250.72,706800.0,1002450.72,58.65
2023-05-26,PCR_System,Academic,7028.5,7602.36,85,3040.0,26,122,0,5,2,4,597422.5,258400.0,339022.5,56.75
2021-05-05,Centrifuge,Pharma,10323.97,10939.76,184,4560.0,105,65,0,5,2,2,1899610.48,839040.0,1060570.48,55.83
2022-03-08,PCR_System,Academic,8515.55,8825.53,61,3040.0,157,122,0,3,1,1,519448.54999999993,185440.0,334008.54999999993,64.3
2022-06-29,PCR_System,Biotech,8117.8,8044.91,70,3040.0,123,25,0,6,2,2,568246.0,212800.0,355446.0,62.55
2023-04-06,Pipettes,Government,280.33,301.27,129,114.0,167,85,0,4,2,3,36162.57,14706.0,21456.57,59.33
2023-03-04,Centrifuge,Government,12204.69,12829.72,89,4560.0,21,22,0,3,1,5,1086217.4100000001,405840.0,680377.4100000001,62.64
2021-01-30,PCR_System,Government,8890.87,8304.16,73,3040.0,76,72,1,1,1,5,649033.51,221920.0,427113.51,65.81
2023-02-14,Pipettes,Biotech,271.3,293.68,118,114.0,108,91,0,2,1,1,32013.4,13452.0,18561.4,57.98
2021-02-02,Reagent_Kit,Biotech,433.9,448.44,150,171.0,52,125,0,2,1,1,65085.0,25650.0,39435.0,60.59
2021-06-25,Microscope,Academic,16529.72,17946.24,47,6000.0,121,171,0,6,2,4,776896.8400000001,282000.0,494896.8400000001,63.7
2022-08-27,Microscope,Government,14118.29,13423.32,59,5700.0,52,167,0,8,3,5,832979.1100000001,336300.0,496679.1100000001,59.63
2021-09-06,Pipettes,Biotech,300.22,299.69,160,114.0,190,144,0,9,3,0,48035.200000000004,18240.0,29795.200000000004,62.03
2023-02-24,PCR_System,Government,8783.6,9183.64,85,3040.0,171,126,1,2,1,4,746606.0,258400.0,488206.0,65.39
2022-12-21,Reagent_Kit,Biotech,459.71,424.0,113,171.0,75,100,0,12,4,2,51947.229999999996,19323.0,32624.229999999996,62.8
2022-08-18,Microscope,Pharma,13165.67,12009.07,118,5700.0,43,83,0,8,3,3,1553549.06,672600.0,880949.06,56.71
2021-10-20,Centrifuge,Government,11675.75,12211.99,120,4560.0,31,88,0,10,4,2,1401090.0,547200.0,853890.0,60.94
2022-12-17,PCR_System,Academic,6929.88,7049.72,96,3040.0,181,2,1,12,4,5,665268.48,291840.0,373428.48,56.13
2023-12-20,PCR_System,Pharma,7675.2,7975.13,184,3040.0,41,122,0,12,4,2,1412236.8,559360.0,852876.8,60.39
2021-08-01,Reagent_Kit,Government,420.26,423.42,83,171.0,27,155,0,8,3,6,34881.58,14193.0,20688.58,59.31
2022-05-13,Microscope,Academic,13278.04,14479.85,73,5700.0,102,72,0,5,2,4,969296.92,416100.0,553196.92,57.07
2022-05-31,Pipettes,Academic,259.93,254.77,84,114.0,123,115,0,5,2,1,21834.12,9576.0,12258.119999999999,56.14
2021-02-08,Microscope,Academic,13020.68,14200.35,64,5700.0,43,29,0,2,1,0,833323.52,364800.0,468523.52,56.22
2021-08-12,Reagent_Kit,Academic,409.47,427.58,55,171.0,116,104,0,8,3,3,22520.850000000002,9405.0,13115.850000000002,58.24
2021-03-19,Microscope,Pharma,15072.08,14282.62,131,5700.0,159,61,0,3,1,4,1974442.48,746700.0,1227742.48,62.18
2022-04-13,Microscope,Government,17185.47,16732.31,86,5700.0,46,110,1,4,2,2,1477950.4200000002,490200.0,987750.4200000002,66.83
2023-04-20,Pipettes,Academic,305.71,321.34,77,114.0,162,26,0,4,2,3,23539.67,8778.0,14761.669999999998,62.71
2022-03-02,Centrifuge,Pharma,10949.46,10853.72,142,4560.0,147,23,1,3,1,2,1554823.3199999998,647520.0,907303.3199999998,58.35
2021-11-10,Centrifuge,Pharma,13606.63,14114.17,148,4560.0,28,117,0,11,4,2,2013781.24,674880.0,1338901.24,66.49
2022-05-11,Reagent_Kit,Biotech,445.47,450.46,128,171.0,175,36,1,5,2,2,57020.16,21888.0,35132.16,61.61
2021-10-24,Centrifuge,Biotech,10973.25,10257.35,157,4560.0,23,49,0,10,4,6,1722800.25,715920.0,1006880.25,58.44
2021-12-15,Reagent_Kit,Academic,500.45,502.7,68,171.0,126,57,0,12,4,2,34030.6,11628.0,22402.6,65.83
2021-05-12,PCR_System,Pharma,8397.72,7803.8,151,3040.0,141,128,0,5,2,2,1268055.72,459040.0,809015.72,63.8
2022-07-07,Microscope,Academic,17030.69,16556.5,52,5700.0,169,163,0,7,3,3,885595.8799999999,296400.0,589195.8799999999,66.53
2022-11-22,Microscope,Government,17046.87,15412.37,87,5700.0,164,127,1,11,4,1,1483077.69,495900.0,987177.69,66.56
2021-05-04,Microscope,Biotech,15173.45,16478.35,129,5700.0,172,57,1,5,2,1,1957375.05,735300.0,1222075.05,62.43
2021-11-25,Centrifuge,Pharma,11644.73,10746.18,167,4560.0,27,37,0,11,4,3,1944669.91,761520.0,1183149.91,60.84
2021-07-16,PCR_System,Academic,7424.22,6753.26,51,3040.0,89,26,0,7,3,4,378635.22000000003,155040.0,223595.22000000003,59.05
2023-12-28,Microscope,Biotech,16006.67,17106.72,113,5700.0,179,110,0,12,4,3,1808753.71,644100.0,1164653.71,64.39
2021-09-03,Pipettes,Government,285.81,264.26,142,114.0,122,56,0,9,3,4,40585.02,16188.0,24397.019999999997,60.11
2022-06-02,Centrifuge,Biotech,13618.69,13044.07,90,4560.0,15,139,0,6,2,3,1225682.1,410400.0,815282.1000000001,66.52
2022-04-20,PCR_System,Biotech,7987.24,7943.44,124,3040.0,25,128,0,4,2,2,990417.76,376960.0,613457.76,61.94
2023-11-28,Centrifuge,Biotech,11409.78,11808.83,131,4560.0,105,47,0,11,4,1,1494681.1800000002,597360.0,897321.1800000002,60.03
2023-12-06,Pipettes,Biotech,281.54,305.97,131,114.0,49,65,1,12,4,2,36881.740000000005,14934.0,21947.740000000005,59.51
2021-04-15,Microscope,Biotech,16089.8,15421.57,107,5700.0,78,12,0,4,2,3,1721608.5999999999,609900.0,1111708.5999999999,64.57
2022-11-21,Pipettes,Government,284.36,271.24,108,114.0,106,162,1,11,4,0,30710.88,12312.0,18398.88,59.91
2021-12-09,Microscope,Pharma,15558.73,14415.39,140,5700.0,77,123,0,12,4,3,2178222.1999999997,798000.0,1380222.1999999997,63.36
2021-04-16,Reagent_Kit,Pharma,415.22,404.99,171,171.0,123,28,0,4,2,4,71002.62000000001,29241.0,41761.62000000001,58.82
2023-06-12,PCR_System,Government,8451.18,8042.28,76,3040.0,51,45,0,6,2,0,642289.68,231040.0,411249.68000000005,64.03
2021-04-10,Centrifuge,Government,10764.1,10448.64,93,4560.0,144,160,0,4,2,5,1001061.3,424080.0,576981.3,57.64
2022-06-29,Reagent_Kit,Government,512.72,547.18,50,180.0,111,81,0,6,2,2,25636.0,9000.0,16636.0,64.89
2023-01-19,Pipettes,Pharma,300.79,303.95,139,114.0,197,12,0,1,1,3,41809.810000000005,15846.0,25963.810000000005,62.1
2022-07-30,Reagent_Kit,Government,395.04,409.76,85,171.0,89,131,0,7,3,5,33578.4,14535.0,19043.4,56.71
2022-01-31,PCR_System,Government,8670.13,8853.91,80,3040.0,105,71,0,1,1,0,693610.3999999999,243200.0,450410.3999999999,64.94
2021-06-24,Pipettes,Pharma,296.48,320.18,95,114.0,171,34,0,6,2,3,28165.600000000002,10830.0,17335.600000000002,61.55
2023-04-08,Reagent_Kit,Government,493.25,457.35,94,171.0,145,10,0,4,2,5,46365.5,16074.0,30291.5,65.33
2023-08-11,Microscope,Biotech,16964.59,17932.5,89,5700.0,72,162,0,8,3,4,1509848.51,507300.0,1002548.51,66.4
2023-01-29,PCR_System,Government,8156.96,8492.39,80,3040.0,44,62,0,1,1,6,652556.8,243200.0,409356.80000000005,62.73
2022-08-23,Reagent_Kit,Government,412.61,448.85,79,171.0,157,48,1,8,3,1,32596.190000000002,13509.0,19087.190000000002,58.56
2022-11-06,Reagent_Kit,Government,491.65,479.86,99,171.0,20,46,0,11,4,6,48673.35,16929.0,31744.35,65.22
2021-08-13,Microscope,Pharma,15805.18,17036.05,108,5700.0,120,139,0,8,3,4,1706959.44,615600.0,1091359.44,63.94
2021-06-15,Microscope,Academic,15244.76,14719.74,43,6000.0,47,100,0,6,2,1,655524.68,258000.0,397524.68000000005,60.64
2021-08-04,Centrifuge,Government,12845.69,14092.21,60,4560.0,97,59,1,8,3,2,770741.4,273600.0,497141.4,64.5
2021-06-08,Microscope,Academic,14231.69,14937.77,56,5700.0,80,17,0,6,2,1,796974.64,319200.0,477774.64,59.95
2023-09-02,Microscope,Government,13587.23,12312.82,158,5700.0,149,27,0,9,3,5,2146782.34,900600.0,1246182.3399999999,58.05
2022-02-23,PCR_System,Pharma,8473.36,9072.3,122,3040.0,145,105,0,2,1,2,1033749.92,370880.0,662869.92,64.12
2022-09-07,Reagent_Kit,Academic,511.22,495.07,79,171.0,137,83,0,9,3,2,40386.380000000005,13509.0,26877.380000000005,66.55
2023-07-13,Centrifuge,Pharma,11493.12,10848.77,126,4560.0,78,156,0,7,3,3,1448133.12,574560.0,873573.1200000001,60.32
2022-10-04,PCR_System,Government,8761.42,8564.42,121,3040.0,19,160,0,10,4,1,1060131.82,367840.0,692291.8200000001,65.3
2023-01-19,PCR_System,Government,7402.83,8127.77,117,3040.0,60,37,0,1,1,3,866131.11,355680.0,510451.11,58.93
2022-01-11,Centrifuge,Academic,11165.94,12235.6,84,4560.0,129,27,0,1,1,1,937938.9600000001,383040.0,554898.9600000001,59.16
2021-11-22,Reagent_Kit,Academic,420.25,396.51,69,171.0,159,3,0,11,4,0,28997.25,11799.0,17198.25,59.31
