date,product,customer_segment,price,competitor_price,quantity_sold,unit_cost,inventory_level,days_since_promotion,competitor_promotion,month,quarter,day_of_week,revenue,cost,profit,margin_percent,price_diff_competitor,price_ratio_competitor,price_pct_vs_competitor,is_premium_vs_competitor,product_base_price,price_vs_product_norm,price_tier,year,week_of_year,day_of_year,is_academic_start,is_summer_slowdown,is_year_end,is_quarter_end,is_weekend,season,competitive_intensity,promo_recency,inventory_pct,inventory_status,high_inventory_flag,price_inventory_pressure,overpriced_overstocked,competitor_promo_high_season,premium_in_low_season,product_segment_combo,price_ma_7d,price_ma_30d,price_momentum,qty_ma_7d,qty_ma_30d,demand_trend,product_encoded,segment_encoded,season_encoded,profit_per_unit,margin_pct
2022-05-10,Centrifuge,Pharma,10842.59,10419.79,171,4560.0,86,74,1,5,2,1,1854082.89,779760.0,1074322.89,57.94,422.7999999999993,1.0405766335022106,4.06,1,11977.565,-9.48,Low,2022,19,130,0,0,0,0,0,Spring,422.7999999999993,Medium,43.2,Medium,0,-0.04095360000000001,0,0,0,Centrifuge_Pharma,12196.547142857142,11965.735666666667,-9.39,104.0,104.53333333333333,-0.5333333333333314,0,3,1,6282.59,57.94
2022-05-11,Centrifuge,Biotech,13523.81,14636.04,89,4560.0,43,65,0,5,2,2,1203619.09,405840.0,797779.0899999999,66.28,-1112.2300000000014,0.9240074501026233,-7.6,0,11977.565,12.91,High,2022,19,131,0,0,0,0,0,Spring,0.0,Medium,21.6,Low,0,0.0278856,0,0,0,Centrifuge_Biotech,12451.112857142858,12063.97,12.1,91.28571428571429,104.26666666666667,-12.980952380952374,0,1,1,8963.81,66.28
2022-05-12,Centrifuge,Biotech,11631.82,11096.65,116,4560.0,155,98,0,5,2,3,1349291.12,528960.0,820331.1199999999,60.8,535.1700000000001,1.0482280688315844,4.82,1,11977.565,-2.89,Medium,2022,19,132,0,0,0,0,0,Spring,0.0,Long_Ago,77.9,Very_High,1,-0.0225131,0,0,0,Centrifuge_Biotech,12176.955714285714,12099.208333333334,-3.86,98.0,103.66666666666667,-5.666666666666671,0,1,1,7071.82,60.8
2022-05-13,Centrifuge,Academic,13400.09,12498.23,73,4560.0,144,179,0,5,2,4,978206.57,332880.0,645326.5700000001,65.97,901.8600000000006,1.0721590177169087,7.22,1,11977.565,11.88,High,2022,19,133,0,0,0,0,0,Spring,0.0,Long_Ago,72.4,High,0,0.08601120000000001,0,0,0,Centrifuge_Academic,12392.797142857142,12172.491333333333,10.09,96.28571428571429,101.73333333333333,-5.4476190476190425,0,0,1,8840.09,65.97
2022-05-13,Centrifuge,Academic,10341.31,11034.74,78,4560.0,35,1,0,5,2,4,806622.1799999999,355680.0,450942.17999999993,55.91,-693.4300000000003,0.9371593712221583,-6.28,0,11977.565,-13.66,Low,2022,19,133,0,0,0,0,0,Spring,0.0,Recent,17.6,Low,0,-0.024041600000000003,0,0,0,Centrifuge_Academic,12142.185714285713,12156.980000000001,-14.94,99.57142857142857,99.73333333333333,-0.16190476190476488,0,0,1,5781.31,55.91
2022-05-14,Centrifuge,Pharma,11557.84,12490.18,127,4560.0,138,19,0,5,2,5,1467845.68,579120.0,888725.6799999999,60.55,-932.3400000000001,0.9253541582267029,-7.46,0,11977.565,-3.5,Medium,2022,19,134,0,0,0,0,1,Spring,0.0,Recent,69.3,High,0,-0.024255000000000002,0,0,0,Centrifuge_Pharma,11829.898571428572,12095.643,-4.45,104.42857142857143,100.7,3.7285714285714278,0,3,1,6997.84,60.55
2022-05-14,Centrifuge,Pharma,12958.0,14195.75,120,4560.0,179,65,0,5,2,5,1554960.0,547200.0,1007760.0,64.81,-1237.75,0.9128084109680714,-8.72,0,11977.565,8.19,High,2022,19,134,0,0,0,0,1,Spring,0.0,Medium,89.9,Very_High,1,0.0736281,1,0,0,Centrifuge_Pharma,12036.494285714287,12127.415333333332,6.85,110.57142857142857,101.76666666666667,8.804761904761904,0,3,1,8398.0,64.81
2022-05-15,Centrifuge,Biotech,11869.82,12687.83,119,4560.0,9,5,0,5,2,6,1412508.58,542640.0,869868.5800000001,61.58,-818.0100000000002,0.935527982326371,-6.45,0,11977.565,-0.9,Medium,2022,19,135,0,0,0,0,1,Spring,0.0,Recent,4.5,Low,0,-0.00040500000000000003,0,0,0,Centrifuge_Biotech,12183.241428571428,12103.733666666667,-1.93,103.14285714285714,103.0,0.1428571428571388,0,1,1,7309.82,61.58
2022-05-15,Centrifuge,Government,10958.23,10397.99,126,4560.0,17,143,0,5,2,6,1380736.98,574560.0,806176.98,58.39,560.2399999999998,1.0538796440465898,5.39,1,11977.565,-8.51,Low,2022,19,135,0,0,0,0,1,Spring,0.0,Long_Ago,8.5,Low,0,-0.0072335,0,0,0,Centrifuge_Government,11816.729999999998,12015.278666666667,-8.8,108.42857142857143,102.96666666666667,5.461904761904762,0,2,1,6398.23,58.39
2022-05-16,Centrifuge,Biotech,12890.37,11667.09,102,4560.0,107,121,1,5,2,0,1314817.74,465120.0,849697.74,64.62,1223.2800000000007,1.104848766916172,10.48,1,11977.565,7.62,High,2022,20,136,0,0,0,0,0,Spring,1223.2800000000007,Long_Ago,53.8,High,0,0.04099559999999999,0,0,0,Centrifuge_Biotech,11996.522857142858,12098.072333333335,6.55,106.42857142857143,103.5,2.9285714285714306,0,1,1,8330.37,64.62
2022-05-16,Centrifuge,Academic,12522.7,11381.32,56,4560.0,191,16,1,5,2,0,701271.2000000001,255360.0,445911.20000000007,63.59,1141.380000000001,1.10028537990321,10.03,1,11977.565,4.55,Medium,2022,20,136,0,0,0,0,0,Spring,1141.380000000001,Recent,96.0,Very_High,1,0.04368,1,0,0,Centrifuge_Academic,11871.18142857143,12108.735666666666,3.42,104.0,102.83333333333333,1.1666666666666714,0,0,1,7962.7,63.59
2022-05-17,Centrifuge,Biotech,10977.63,11491.85,124,4560.0,34,59,0,5,2,1,1361226.12,565440.0,795786.1199999999,58.46,-514.2200000000012,0.9552535057453759,-4.47,0,11977.565,-8.35,Low,2022,20,137,0,0,0,0,0,Spring,0.0,Medium,17.1,Low,0,-0.0142785,0,0,0,Centrifuge_Biotech,11962.084285714285,12043.556666666665,-8.85,110.57142857142857,104.43333333333334,6.138095238095232,0,1,1,6417.63,58.46
2022-05-18,Centrifuge,Academic,12975.48,12959.38,66,4560.0,14,89,0,5,2,2,856381.6799999999,300960.0,555421.6799999999,64.86,16.100000000000364,1.0012423433837112,0.12,1,11977.565,8.33,High,2022,20,138,0,0,0,0,0,Spring,0.0,Medium,7.0,Low,0,0.005831,0,0,0,Centrifuge_Academic,12164.604285714286,12031.075333333334,7.85,101.85714285714286,102.73333333333333,-0.8761904761904731,0,0,1,8415.48,64.86
2022-05-18,Centrifuge,Government,10344.87,11218.38,98,4560.0,126,45,0,5,2,2,1013797.26,446880.0,566917.2600000001,55.92,-873.5099999999984,0.9221358164012987,-7.79,0,11977.565,-13.63,Low,2022,20,138,0,0,0,0,0,Spring,0.0,Medium,63.3,High,0,-0.0862779,0,0,0,Centrifuge_Government,11791.3,12004.0,-13.82,98.71428571428571,103.06666666666666,-4.352380952380955,0,2,1,5784.87,55.92
2022-05-18,Centrifuge,Pharma,13740.96,13818.29,123,4560.0,97,83,0,5,2,2,1690138.0799999998,560880.0,1129258.0799999998,66.81,-77.33000000000175,0.9944037938124036,-0.56,0,11977.565,14.72,High,2022,20,138,0,0,0,0,0,Spring,0.0,Medium,48.7,Medium,0,0.07168640000000001,0,0,0,Centrifuge_Pharma,12058.605714285715,12008.744999999999,14.42,99.28571428571429,102.3,-3.0142857142857054,0,3,1,9180.96,66.81
2022-05-18,Centrifuge,Government,10885.68,11866.79,122,4560.0,79,60,0,5,2,2,1328052.96,556320.0,771732.96,58.11,-981.1100000000006,0.9173230502941402,-8.27,0,11977.565,-9.12,Low,2022,20,138,0,0,0,0,0,Spring,0.0,Medium,39.7,Medium,0,-0.0362064,0,0,0,Centrifuge_Government,12048.24142857143,12022.060666666664,-9.45,98.71428571428571,102.63333333333334,-3.9190476190476318,0,2,1,6325.68,58.11
2022-05-19,Centrifuge,Pharma,12802.43,13623.99,154,4560.0,135,25,0,5,2,3,1971574.22,702240.0,1269334.22,64.38,-821.5599999999995,0.9396975482219233,-6.03,0,11977.565,6.89,High,2022,20,139,0,0,0,0,0,Spring,0.0,Recent,67.8,High,0,0.0467142,0,0,0,Centrifuge_Pharma,12035.67857142857,12018.436333333335,6.52,106.14285714285714,105.73333333333333,0.4095238095238045,0,3,1,8242.43,64.38
2022-05-19,Centrifuge,Biotech,13368.51,12417.7,108,4560.0,5,19,0,5,2,3,1443799.08,492480.0,951319.08,65.89,950.8099999999995,1.0765689298340273,7.66,1,11977.565,11.61,High,2022,20,139,0,0,0,0,0,Spring,0.0,Recent,2.5,Low,0,0.0029025,0,0,0,Centrifuge_Biotech,12156.50857142857,12077.593666666666,10.69,113.57142857142857,105.93333333333334,7.638095238095232,0,1,1,8808.51,65.89
2022-05-19,Centrifuge,Government,11843.21,11236.49,85,4560.0,157,17,1,5,2,3,1006672.85,387600.0,619072.85,61.5,606.7199999999993,1.0539955092738034,5.4,1,11977.565,-1.12,Medium,2022,20,139,0,0,0,0,0,Spring,606.7199999999993,Recent,78.9,Very_High,1,-0.008836800000000002,0,0,0,Centrifuge_Government,12280.162857142857,12045.801666666666,-1.68,108.0,105.93333333333334,2.066666666666663,0,2,1,7283.21,61.5
2022-05-20,Centrifuge,Academic,13347.01,12555.37,54,4560.0,117,156,0,5,2,4,720738.54,246240.0,474498.54,65.84,791.6399999999994,1.06305190528037,6.31,1,11977.565,11.43,High,2022,20,140,0,0,0,0,0,Spring,0.0,Long_Ago,58.8,High,0,0.0672084,0,0,0,Centrifuge_Academic,12333.238571428572,12147.631,9.87,106.28571428571429,101.43333333333334,4.852380952380955,0,0,1,8787.01,65.84
2022-05-20,Centrifuge,Government,13038.41,13855.35,83,4560.0,66,59,0,5,2,4,1082188.03,378480.0,703708.03,65.03,-816.9400000000005,0.9410379384136813,-5.9,0,11977.565,8.86,High,2022,20,140,0,0,0,0,0,Spring,0.0,Medium,33.2,Medium,0,0.029415200000000002,0,0,0,Centrifuge_Government,12718.03,12233.932999999999,6.58,104.14285714285714,101.93333333333334,2.2095238095238017,0,2,1,8478.41,65.03
2022-05-20,Centrifuge,Academic,11066.52,11775.78,68,4560.0,0,63,0,5,2,4,752523.36,310080.0,442443.36,58.79,-709.2600000000002,0.9397695948803392,-6.02,0,11977.565,-7.61,Low,2022,20,140,0,0,0,0,0,Spring,0.0,Medium,0.0,,0,-0.0,0,0,0,Centrifuge_Academic,12335.967142857144,12214.250666666667,-9.4,96.28571428571429,99.8,-3.5142857142857054,0,0,1,6506.52,58.79
2022-05-20,Centrifuge,Government,12957.51,13060.52,93,4560.0,9,120,1,5,2,4,1205048.43,424080.0,780968.4299999999,64.81,-103.01000000000022,0.9921128714630045,-0.79,0,11977.565,8.18,High,2022,20,140,0,0,0,0,0,Spring,103.01000000000022,Long_Ago,4.5,Low,0,0.003681,0,0,0,Centrifuge_Government,12631.942857142858,12269.395666666667,5.61,92.14285714285714,99.3,-7.157142857142858,0,2,1,8397.51,64.81
2022-05-20,Centrifuge,Pharma,13059.23,14184.78,125,4560.0,115,55,0,5,2,4,1632403.75,570000.0,1062403.75,65.08,-1125.550000000001,0.9206508666331095,-7.93,0,11977.565,9.03,High,2022,20,140,0,0,0,0,0,Spring,0.0,Medium,57.8,High,0,0.052193399999999994,0,0,0,Centrifuge_Pharma,12668.628571428571,12247.909000000001,6.62,88.0,101.23333333333333,-13.233333333333334,0,3,1,8499.23,65.08
2022-05-21,Centrifuge,Pharma,13512.18,14309.36,132,4560.0,26,122,0,5,2,5,1783607.76,601920.0,1181687.76,66.25,-797.1800000000003,0.9442896118344916,-5.57,0,11977.565,12.81,High,2022,20,141,0,0,0,0,1,Spring,0.0,Long_Ago,13.1,Low,0,0.0167811,0,0,0,Centrifuge_Pharma,12689.152857142859,12306.92,9.79,91.42857142857143,99.7,-8.271428571428572,0,3,1,8952.18,66.25
2022-05-21,Centrifuge,Biotech,13186.83,12804.57,109,4560.0,143,143,0,5,2,5,1437364.47,497040.0,940324.47,65.42,382.2600000000002,1.029853403901888,2.99,1,11977.565,10.1,High,2022,20,141,0,0,0,0,1,Spring,0.0,Long_Ago,71.9,High,0,0.072619,0,0,0,Centrifuge_Biotech,12881.098571428573,12294.783666666666,7.26,94.85714285714286,101.03333333333333,-6.17619047619047,0,1,1,8626.83,65.42
2022-05-22,Centrifuge,Pharma,12281.87,11414.68,165,4560.0,103,67,0,5,2,6,2026508.55,752400.0,1274108.55,62.87,867.1900000000005,1.0759714683197428,7.6,1,11977.565,2.54,Medium,2022,20,142,0,0,0,0,1,Spring,0.0,Medium,51.8,High,0,0.013157199999999999,0,0,0,Centrifuge_Pharma,12728.935714285715,12307.872666666666,-0.21,110.71428571428571,103.7,7.014285714285705,0,3,1,7721.87,62.87
2022-05-22,Centrifuge,Government,12852.92,13435.51,83,4560.0,89,36,1,5,2,6,1066792.36,378480.0,688312.3600000001,64.52,-582.5900000000001,0.9566380435130486,-4.34,0,11977.565,7.31,High,2022,20,142,0,0,0,0,1,Spring,582.5900000000001,Medium,44.7,Medium,0,0.0326757,0,0,0,Centrifuge_Government,12702.437142857143,12333.116999999998,4.21,110.71428571428571,104.63333333333334,6.080952380952368,0,2,1,8292.92,64.52
2022-05-22,Centrifuge,Pharma,11046.71,11438.78,161,4560.0,143,47,0,5,2,6,1778520.3099999998,734160.0,1044360.3099999998,58.72,-392.0700000000015,0.9657244915978801,-3.43,0,11977.565,-7.77,Low,2022,20,142,0,0,0,0,1,Spring,0.0,Medium,71.9,High,0,-0.0558663,0,0,0,Centrifuge_Pharma,12699.607142857143,12243.212333333333,-9.77,124.0,106.9,17.099999999999994,0,3,1,6486.71,58.72
2022-05-22,Centrifuge,Biotech,12836.38,12406.49,91,4560.0,141,108,0,5,2,6,1168110.5799999998,414960.0,753150.5799999998,64.48,429.8899999999994,1.034650412808135,3.47,1,11977.565,7.17,High,2022,20,142,0,0,0,0,1,Spring,0.0,Long_Ago,70.9,High,0,0.05083530000000001,0,0,0,Centrifuge_Biotech,12682.302857142857,12287.364,4.47,123.71428571428571,107.36666666666666,16.347619047619048,0,1,1,8276.38,64.48
2022-05-23,Centrifuge,Pharma,10279.77,9268.96,143,4560.0,33,47,0,5,2,0,1470007.11,652080.0,817927.1100000001,55.64,1010.8100000000013,1.1090532271150162,10.91,1,11977.565,-14.17,Low,2022,21,143,0,0,0,0,0,Spring,0.0,Medium,16.6,Low,0,-0.0235222,0,0,0,Centrifuge_Pharma,12285.237142857144,12268.603333333334,-16.21,126.28571428571429,106.43333333333334,19.852380952380955,0,3,1,5719.77,55.64
2022-05-23,Centrifuge,Government,12126.25,13023.63,94,4560.0,76,68,0,5,2,0,1139867.5,428640.0,711227.5,62.4,-897.3799999999992,0.9310960154734126,-6.89,0,11977.565,1.24,Medium,2022,21,143,0,0,0,0,0,Spring,0.0,Medium,38.2,Medium,0,0.0047368,0,0,0,Centrifuge_Government,12087.247142857143,12222.018000000002,-0.78,120.85714285714286,106.6,14.257142857142867,0,2,1,7566.25,62.4
2022-05-25,Centrifuge,Academic,10327.36,10191.38,85,4560.0,190,123,0,5,2,2,877825.6000000001,387600.0,490225.6000000001,55.85,135.98000000000138,1.0133426483950163,1.33,1,11977.565,-13.78,Low,2022,21,145,0,0,0,0,0,Spring,0.0,Long_Ago,95.5,Very_High,1,-0.131599,0,0,0,Centrifuge_Academic,11678.751428571428,12178.536,-15.2,117.42857142857143,105.56666666666666,11.861904761904768,0,0,1,5767.36,55.85
2022-05-26,Centrifuge,Academic,11180.57,11001.52,71,4560.0,138,126,0,5,2,3,793820.47,323760.0,470060.47,59.21,179.04999999999927,1.016275023814891,1.63,1,11977.565,-6.65,Low,2022,21,146,0,0,0,0,0,Spring,0.0,Long_Ago,69.3,High,0,-0.0460845,0,0,0,Centrifuge_Academic,11521.422857142856,12104.552,-7.63,104.0,105.5,-1.5,0,0,1,6620.57,59.21
2022-05-26,Centrifuge,Biotech,13717.38,12957.16,121,4560.0,135,57,0,5,2,3,1659802.98,551760.0,1108042.98,66.76,760.2199999999993,1.058671807710949,5.87,1,11977.565,14.53,High,2022,21,146,0,0,0,0,0,Spring,0.0,Medium,67.8,High,0,0.09851339999999999,0,0,0,Centrifuge_Biotech,11644.917142857143,12217.087666666666,12.28,109.42857142857143,106.93333333333334,2.4952380952380935,0,1,1,9157.38,66.76
2022-05-26,Centrifuge,Pharma,10720.15,11230.94,177,4560.0,106,86,0,5,2,3,1897466.55,807120.0,1090346.55,57.46,-510.7900000000009,0.954519390184615,-4.55,0,11977.565,-10.5,Low,2022,21,146,0,0,0,0,0,Spring,0.0,Medium,53.3,High,0,-0.05596499999999999,0,0,0,Centrifuge_Pharma,11598.265714285712,12189.164666666667,-12.05,111.71428571428571,108.6,3.114285714285714,0,3,1,6160.15,57.46
2022-05-28,Centrifuge,Academic,11131.23,11636.98,59,4560.0,9,142,0,5,2,5,656742.57,269040.0,387702.57,59.03,-505.75,0.9565394114280509,-4.35,0,11977.565,-7.07,Low,2022,21,148,0,0,0,0,1,Spring,0.0,Long_Ago,4.5,Low,0,-0.0031815,0,0,0,Centrifuge_Academic,11354.672857142858,12128.272333333334,-8.22,107.14285714285714,106.56666666666666,0.5761904761904759,0,0,1,6571.23,59.03
2022-05-29,Centrifuge,Academic,13786.04,12583.59,64,4560.0,57,126,0,5,2,6,882306.56,291840.0,590466.56,66.92,1202.4500000000007,1.0955569912878598,9.56,1,11977.565,15.1,High,2022,21,149,0,0,0,0,1,Spring,0.0,Long_Ago,28.6,Medium,0,0.043186,0,0,0,Centrifuge_Academic,11855.56857142857,12192.146333333334,13.07,95.85714285714286,104.73333333333333,-8.876190476190473,0,0,1,9226.04,66.92
2022-05-30,Centrifuge,Government,13770.52,12666.61,86,4560.0,105,97,0,5,2,0,1184264.72,392160.0,792104.72,66.89,1103.9099999999999,1.0871511793605393,8.72,1,11977.565,14.97,High,2022,22,150,0,0,0,0,0,Spring,0.0,Long_Ago,52.8,High,0,0.0790416,0,0,0,Centrifuge_Government,12090.464285714286,12285.889333333334,12.08,94.71428571428571,103.4,-8.685714285714297,0,2,1,9210.52,66.89
2022-05-30,Centrifuge,Academic,11761.06,11334.58,81,4560.0,26,112,0,5,2,0,952645.86,369360.0,583285.86,61.23,426.47999999999956,1.0376264493258682,3.76,1,11977.565,-1.81,Medium,2022,22,150,0,0,0,0,0,Spring,0.0,Long_Ago,13.1,Low,0,-0.0023711,0,0,0,Centrifuge_Academic,12295.278571428571,12248.245666666666,-3.98,94.14285714285714,102.7,-8.557142857142864,0,0,1,7201.06,61.23
2022-05-30,Centrifuge,Biotech,13063.28,13358.43,126,4560.0,111,83,0,5,2,0,1645973.28,574560.0,1071413.28,65.09,-295.14999999999964,0.9779053376781554,-2.21,0,11977.565,9.06,High,2022,22,150,0,0,0,0,0,Spring,0.0,Medium,55.8,High,0,0.0505548,0,0,0,Centrifuge_Biotech,12564.237142857144,12266.265000000001,6.5,102.0,105.03333333333333,-3.0333333333333314,0,1,1,8503.28,65.09
2022-05-31,Centrifuge,Academic,11758.86,10595.3,61,4560.0,137,72,0,5,2,1,717290.4600000001,278160.0,439130.4600000001,61.22,1163.5600000000013,1.10981850443121,10.98,1,11977.565,-1.83,Medium,2022,22,151,0,0,0,0,0,Spring,0.0,Medium,68.8,High,0,-0.0125904,0,0,0,Centrifuge_Academic,12284.448571428571,12292.306,-4.34,93.42857142857143,102.93333333333334,-9.504761904761907,0,0,1,7198.86,61.22
2022-06-01,Centrifuge,Pharma,11327.17,11359.65,109,4560.0,185,150,0,6,2,2,1234661.53,497040.0,737621.53,59.74,-32.47999999999956,0.9971407569775478,-0.29,0,11977.565,-5.43,Low,2022,22,152,0,1,0,1,0,Summer,0.0,Long_Ago,93.0,Very_High,1,-0.050498999999999995,0,0,0,Centrifuge_Pharma,12371.165714285713,12237.362333333333,-7.44,83.71428571428571,104.36666666666666,-20.652380952380952,0,3,2,6767.17,59.74
2022-06-02,Centrifuge,Academic,10891.59,11530.8,43,4800.0,69,77,0,6,2,3,468338.37,206400.0,261938.37,55.93,-639.2099999999991,0.9445649911541264,-5.54,0,11977.565,-9.07,Low,2022,22,153,0,1,0,1,0,Summer,0.0,Medium,34.7,Medium,0,-0.031472900000000005,0,0,0,Centrifuge_Academic,12336.93142857143,12255.586333333333,-11.13,81.42857142857143,102.53333333333333,-21.1047619047619,0,0,2,6091.59,55.93
2022-06-02,Centrifuge,Biotech,13618.69,13044.07,90,4560.0,15,139,0,6,2,3,1225682.1,410400.0,815282.1000000001,66.52,574.6200000000008,1.0440522014984588,4.41,1,11977.565,13.7,High,2022,22,153,0,1,0,1,0,Summer,0.0,Long_Ago,7.5,Low,0,0.010274999999999998,0,0,1,Centrifuge_Biotech,12313.024285714288,12251.510666666667,11.16,85.14285714285714,101.43333333333334,-16.2904761904762,0,1,2,9058.69,66.52
2022-06-02,Centrifuge,Biotech,11000.75,11294.82,84,4560.0,149,145,0,6,2,3,924063.0,383040.0,541023.0,58.55,-294.0699999999997,0.9739641711864377,-2.6,0,11977.565,-8.16,Low,2022,22,153,0,1,0,1,0,Summer,0.0,Long_Ago,74.9,High,0,-0.06111840000000001,0,0,0,Centrifuge_Biotech,11917.342857142856,12255.346333333333,-10.24,84.85714285714286,100.16666666666667,-15.30952380952381,0,1,2,6440.75,58.55
2022-06-03,Centrifuge,Academic,12764.1,12447.25,54,4560.0,81,20,1,6,2,4,689261.4,246240.0,443021.4,64.27,316.85000000000036,1.0254554218803351,2.55,1,11977.565,6.57,High,2022,22,154,0,1,0,1,0,Summer,316.85000000000036,Recent,40.7,Medium,0,0.026739900000000004,0,0,1,Centrifuge_Academic,12060.634285714286,12254.068666666666,4.16,81.0,96.83333333333333,-15.833333333333329,0,0,2,8204.1,64.27
2022-06-03,Centrifuge,Biotech,10410.57,10381.98,85,4560.0,193,126,0,6,2,4,884898.45,387600.0,497298.45,56.2,28.590000000000146,1.002753809966885,0.28,1,11977.565,-13.08,Low,2022,22,154,0,1,0,1,0,Summer,0.0,Long_Ago,97.0,Very_High,1,-0.126876,0,0,1,Centrifuge_Biotech,11681.675714285715,12155.470666666668,-14.35,75.14285714285714,96.06666666666666,-20.923809523809524,0,1,2,5850.57,56.2
2022-06-03,Centrifuge,Biotech,11912.62,11080.17,80,4560.0,139,111,0,6,2,4,953009.6,364800.0,588209.6000000001,61.72,832.4500000000007,1.0751297137137787,7.51,1,11977.565,-0.54,Medium,2022,22,154,0,1,0,1,0,Summer,0.0,Long_Ago,69.8,High,0,-0.0037692,0,0,1,Centrifuge_Biotech,11703.641428571429,12157.784333333335,-2.02,77.85714285714286,95.9,-18.042857142857144,0,1,2,7352.62,61.72
2022-06-04,Centrifuge,Academic,12928.71,14215.99,53,4560.0,77,144,0,6,2,5,685221.63,241680.0,443541.63,64.73,-1287.2800000000007,0.9094484450256366,-9.06,0,11977.565,7.94,High,2022,22,155,0,1,0,1,1,Summer,0.0,Long_Ago,38.7,Medium,0,0.0307278,0,0,0,Centrifuge_Academic,11932.432857142858,12143.840999999999,6.46,69.85714285714286,95.86666666666666,-26.0095238095238,0,0,2,8368.71,64.73
2022-06-04,Centrifuge,Academic,12966.19,13483.55,38,4800.0,193,70,0,6,2,5,492715.22,182400.0,310315.22000000003,62.98,-517.3599999999988,0.9616302828261104,-3.84,0,11977.565,8.25,High,2022,22,155,0,1,0,1,1,Summer,0.0,Medium,97.0,Very_High,1,0.080025,1,0,0,Centrifuge_Academic,12228.804285714285,12141.433666666668,6.79,69.14285714285714,94.36666666666666,-25.22380952380952,0,0,2,8166.19,62.98
2022-06-06,Centrifuge,Academic,13739.96,13170.83,36,4800.0,103,70,0,6,2,0,494638.56,172800.0,321838.55999999994,65.07,569.1299999999992,1.0432113997371464,4.32,1,11977.565,14.71,High,2022,23,157,0,1,0,1,0,Summer,0.0,Medium,51.8,High,0,0.07619780000000001,0,0,1,Centrifuge_Academic,12246.128571428573,12230.548333333334,12.34,61.42857142857143,93.3,-31.871428571428567,0,0,2,8939.96,65.07
2022-06-06,Centrifuge,Academic,10943.28,11266.66,54,4560.0,93,157,0,6,2,0,590937.12,246240.0,344697.12,58.33,-323.3799999999992,0.9712976161524357,-2.87,0,11977.565,-8.64,Low,2022,23,157,0,1,0,1,0,Summer,0.0,Long_Ago,46.7,Medium,0,-0.040348800000000004,0,0,0,Centrifuge_Academic,12237.91857142857,12163.407333333333,-10.03,57.142857142857146,92.0,-34.857142857142854,0,0,2,6383.28,58.33
2022-06-06,Centrifuge,Pharma,12533.86,12241.0,107,4560.0,139,156,0,6,2,0,1341123.02,487920.0,853203.02,63.62,292.8600000000006,1.0239245159709174,2.39,1,11977.565,4.64,Medium,2022,23,157,0,1,0,1,0,Summer,0.0,Long_Ago,69.8,High,0,0.0323872,0,0,1,Centrifuge_Pharma,12205.027142857143,12145.895,3.19,64.71428571428571,91.4,-26.685714285714297,0,3,2,7973.86,63.62
2022-06-06,Centrifuge,Academic,12958.04,13614.33,52,4560.0,169,119,1,6,2,0,673818.0800000001,237120.0,436698.0800000001,64.81,-656.289999999999,0.951794175695756,-4.82,0,11977.565,8.19,High,2022,23,157,0,1,0,1,0,Summer,656.289999999999,Long_Ago,84.9,Very_High,1,0.06953310000000001,1,0,0,Centrifuge_Academic,12568.951428571429,12127.423666666667,6.85,60.0,88.73333333333333,-28.733333333333334,0,0,2,8398.04,64.81
2022-06-08,Centrifuge,Government,11650.91,11964.45,75,4560.0,98,109,0,6,2,2,873818.25,342000.0,531818.25,60.86,-313.5400000000009,0.9737940314849407,-2.62,0,11977.565,-2.73,Medium,2022,23,159,0,1,0,1,0,Summer,0.0,Long_Ago,49.2,Medium,0,-0.013431600000000002,0,0,0,Centrifuge_Government,12531.564285714285,12076.226333333332,-3.52,59.285714285714285,87.6,-28.31428571428571,0,2,2,7090.91,60.86
2022-06-08,Centrifuge,Academic,12796.34,11902.28,53,4560.0,109,60,0,6,2,2,678206.02,241680.0,436526.02,64.36,894.0599999999995,1.0751167003296846,7.51,1,11977.565,6.84,High,2022,23,159,0,1,0,1,0,Summer,0.0,Medium,54.8,High,0,0.037483199999999994,0,0,1,Centrifuge_Academic,12512.654285714283,12093.375333333333,5.81,59.285714285714285,83.86666666666666,-24.580952380952375,0,0,2,8236.34,64.36
2022-06-08,Centrifuge,Government,11135.28,11475.71,62,4560.0,9,124,1,6,2,2,690387.36,282720.0,407667.36,59.05,-340.4299999999985,0.9703347331014814,-2.97,0,11977.565,-7.03,Low,2022,23,159,0,1,0,1,0,Summer,340.4299999999985,Long_Ago,4.5,Low,0,-0.0031635,0,0,0,Centrifuge_Government,12251.095714285717,12036.120666666668,-7.48,62.714285714285715,83.16666666666667,-20.452380952380956,0,2,2,6575.28,59.05
2022-06-08,Centrifuge,Government,13112.13,13712.52,64,4560.0,42,73,0,6,2,2,839176.32,291840.0,547336.32,65.22,-600.3900000000012,0.9562159253003824,-4.38,0,11977.565,9.47,High,2022,23,159,0,1,0,1,0,Summer,0.0,Medium,21.1,Low,0,0.019981700000000005,0,0,0,Centrifuge_Government,12161.405714285715,12104.967999999999,8.32,66.71428571428571,79.93333333333334,-13.219047619047629,0,2,2,8552.13,65.22
2022-06-09,Centrifuge,Government,10339.26,10316.28,71,4560.0,132,49,0,6,2,3,734087.46,323760.0,410327.46,55.9,22.979999999999563,1.002227547139085,0.22,1,11977.565,-13.68,Low,2022,23,160,0,1,0,1,0,Summer,0.0,Medium,66.3,High,0,-0.0906984,0,0,1,Centrifuge_Government,12075.117142857143,12021.730666666666,-14.0,69.14285714285714,79.26666666666667,-10.123809523809527,0,2,2,5779.26,55.9
